Asset Name,OS,cb-cloud,huntress,microsoft-ad,sentinelone
00don10lap,b'Windows 10 x64',cb-cloud, , , 
03fed19,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
03ups19,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
1027pc0h13x,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102alex10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102blundell11lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
102bryan10,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
102bryan10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102bscottxlap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102bthomas10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102dbrewer10,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
102dbrewer8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
102ernie10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102fedex10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102greg10,b'Windows 10 Pro 19043', ,huntress,microsoft-ad,sentinelone
102jbyrd10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
102jfret,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
102johnbx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102josh10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102justin10lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
102lindsayx,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
102lindsey11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
102lisa10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102malcolm10,b'Windows 10 x64',cb-cloud, , ,sentinelone
102malcolm8,b'Windows 8.1 Pro 9600',cb-cloud,huntress, ,sentinelone
102micah10-2,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102milton10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
102receiving8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
102ryan10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
102scottjx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102ups10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
102wally10,b'Windows 10 Pro 19044', , ,microsoft-ad,sentinelone
102whserec8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
103chad10lap,b'Windows 11 Pro 22000', ,huntress,microsoft-ad,sentinelone
103chris10lap,b'Windows 10 Pro 19043', ,huntress,microsoft-ad,sentinelone
103dcamp8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
103dcampbellx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
103jackie10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
103paul10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
103ricky10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
103ship10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
103steve10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
103ups10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
104joseph11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
104jspencerwfh10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
104lucy8,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
104nick10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
104office10pc,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
104ups11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
105davids10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
105mark10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107bhmcounter8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
107brinnon10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107bsearcy8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
107bselmanx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107burey10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107clint10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107counter10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107dan10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107darell10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107jerald10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107johnf11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
107jwellsx,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107lindsay10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
107madison8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
107matthew10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
107melinda10,b'Windows 10 Pro 19044', ,huntress,microsoft-ad,sentinelone
107melinda10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
107mike10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
107repairx,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107rgricex,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
107rick10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
107shopcounter8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
107ups10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
108blake10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
108carlisle10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
108clent10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
108dcarlisle10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
108insidesale10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
108katrina10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
108linda11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
108sherry10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
110araymond8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
110clodesxlap,b'Windows 10 Pro 19045',cb-cloud,huntress,microsoft-ad,sentinelone
110drowland8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
110johnb10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
111aoliverxlap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
111bellisxlap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
111dcoley8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
111jonathan11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
111kevin10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
111mae10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
111oley10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
111steedly10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
111taylorxlap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
111ups10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
112brandon10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
112cantey11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
112chad10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
112chuck11lap,b'Windows 11 Pro 22000', ,huntress,microsoft-ad,sentinelone
112doug10lap,b'Windows 10 Pro 19045', , , ,sentinelone
112doug10lap,b'Windows 10 x64',cb-cloud, ,microsoft-ad, 
112emily11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
112eric10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
112gtuttle10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
112insidesale10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
112isaac10lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
112jacobw10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
112jeff10lap,b'Windows 10 Pro 19045',cb-cloud,huntress,microsoft-ad,sentinelone
112johnny11lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
112lymansparelap,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
112megan10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
112megan12,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
112penellope10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
112rickd10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
112tom10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
112tony10lap,b'Windows 11 Pro', ,huntress, , 
112tony10lap2,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
112traci11lap,b'Windows 11 Pro 22000', ,huntress, ,sentinelone
112wayne10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114alcoa10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
114brent10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
114jessica11lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
114jnash10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114jody10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114john10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114logan10lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
114mike10,b'Windows 10 Pro 19044', ,huntress,microsoft-ad,sentinelone
114nick10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114tdukate10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
114thomas11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
114trent10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114upsx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
114wiggins10,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
114wiggins10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122chris10lap,b'Windows 10 Pro 19043', ,huntress, ,sentinelone
122david10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
122dianna10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122don10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
122gonya10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122jeff10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
122linda10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
122mark10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122mindi10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122mindi11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
122mkamo10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122nancy10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122nate10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122sara10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
122tina10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
122tom11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
122zac10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
123clay10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
123jasonx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
123troy10lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
123ups10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
125gjh59m2x,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
125guenther10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
125mclarkxlap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
125rob10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
12clarify,b'Windows Server 2012 R2 Standard 9600', ,huntress, ,sentinelone
12fastenr330,b'Windows Server 2012 R2 Standard 9600', ,huntress, ,sentinelone
12florence,b'Windows Server 2012 R2 Standard 9600', ,huntress,microsoft-ad,sentinelone
12mits,b'Windows Server 2012 R2 Standard 9600', ,huntress, ,sentinelone
16aadc2,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16appproxy,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16chatter,b'Windows Server 2016 Datacenter 14393', ,huntress,microsoft-ad,sentinelone
16cpbroker,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16dcflorence,b'Windows Server 2016 Datacenter 14393', ,huntress,microsoft-ad,sentinelone
16dcmartin2,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16exchmgmt,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16jupyterlab,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
16mclnet,b'Windows Server 2016 Datacenter 14393', ,huntress,microsoft-ad,sentinelone
16pbigateway,b'Windows Server 2016 Datacenter 14393', ,huntress, ,sentinelone
181alisha10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
181b89wch2-8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
181carriganx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
181chelsea10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
181cmartin8,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
181conlan10,b'Windows 10 Pro 19044',cb-cloud,huntress, ,sentinelone
181engraver8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
181kim10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
181laurie10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
181linda10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
181mike10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
181rodney10lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
181whse10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
191bill102n1,b'Windows 10 Pro 19044', ,huntress,microsoft-ad,sentinelone
191chris10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
191danny10lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
191david102n1,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
191jerry102n1,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
191kstovall10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
191phillip10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
2xz50r3,b'Windows 11 Pro 22000', , , ,sentinelone
30110lap,b'Windows 11 Pro 22621',cb-cloud,huntress, ,sentinelone
301blake10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
301clegue8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
301conf10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301dean10lap,b'Windows 10 Pro 19044', ,huntress, ,sentinelone
301dlutrell10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301jbutler10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301jhenly10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301kevin10lap,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
301kevin11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
301lvaughn10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301lvaughnx,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
301marc10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301mcmackin10,b'Windows 10 Pro 19045', ,huntress,microsoft-ad,sentinelone
301mcmackin11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
301mfsermco10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301mfsnidec10,b'Windows 10 Pro 19045',cb-cloud,huntress, ,sentinelone
301mitzi11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
301picker10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301rlhawtho8,b'Windows 8.1 Pro 9600', ,huntress, ,sentinelone
301self10lap,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301srmayo11lap,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
301trcooke10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301tsdoyle11,b'Windows 11 Pro 22621', ,huntress, ,sentinelone
301tsteele10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
301valerie11lap,b'Windows 11 Pro 22621', ,huntress,microsoft-ad,sentinelone
302sashleyx,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
303husqcrib10,b'Windows 10 Pro 19045', ,huntress, ,sentinelone
308abb8lap,b'Windows 8.1 Pro 9600', ,huntress,microsoft-ad,sentinelone
